Cancer Types,Sample Names,Accuracy,DBS1,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS10,DBS11
Eso-AdenoCA,SP111067,0.832,0,5,0,12,0,6,0,0,13,0,5
Eso-AdenoCA,SP111036,0.716,0,7,0,11,0,7,0,0,24,0,0
Eso-AdenoCA,SP111116,0.858,0,9,0,11,0,3,14,0,14,0,8
Eso-AdenoCA,SP111099,0.869,0,18,0,22,0,14,0,0,0,0,26
Eso-AdenoCA,SP23502,0.865,0,13,0,20,0,17,89,16,24,0,17
Eso-AdenoCA,SP111069,0.913,0,14,0,19,0,9,27,4,0,0,14
Eso-AdenoCA,SP111043,0.863,0,10,28,10,0,10,36,3,10,0,9
Eso-AdenoCA,SP111024,0.754,0,6,0,11,0,14,16,5,17,0,0
Eso-AdenoCA,SP111011,0.776,0,11,0,14,0,13,26,11,22,0,8
Eso-AdenoCA,SP111082,0.894,0,10,0,18,0,0,33,6,0,0,16
Eso-AdenoCA,SP111074,0.882,0,19,0,19,14,9,0,0,22,0,18
Eso-AdenoCA,SP110845,0.786,0,12,0,19,0,0,0,17,30,0,13
Eso-AdenoCA,SP110857,0.88,0,10,0,5,0,7,0,0,22,0,0
Eso-AdenoCA,SP111017,0.887,0,3,0,16,0,11,19,2,0,0,6
Eso-AdenoCA,SP111080,0.823,0,11,0,14,0,11,0,0,18,0,0
Eso-AdenoCA,SP23506,0.894,0,5,0,12,7,8,0,0,0,0,10
Eso-AdenoCA,SP111075,0.851,0,10,0,9,0,7,21,0,10,0,5
Eso-AdenoCA,SP111112,0.877,0,12,0,22,0,11,0,0,20,0,0
Eso-AdenoCA,SP111001,0.799,0,10,0,28,0,9,44,12,20,0,13
Eso-AdenoCA,SP111027,0.773,0,5,0,4,0,0,0,0,13,0,0
Eso-AdenoCA,SP111117,0.848,0,7,0,21,0,19,0,9,18,0,21
Eso-AdenoCA,SP110842,0.79,0,3,0,13,0,9,20,2,16,0,0
Eso-AdenoCA,SP111173,0.63,0,14,0,12,0,21,142,12,38,0,0
Eso-AdenoCA,SP111008,0.778,0,7,0,17,0,8,0,0,28,0,10
Eso-AdenoCA,SP111070,0.862,0,5,0,16,0,9,0,7,29,0,0
Eso-AdenoCA,SP110847,0.837,0,6,0,10,0,10,0,0,25,0,0
Eso-AdenoCA,SP111077,0.901,0,56,0,49,0,21,0,0,62,0,28
Eso-AdenoCA,SP111091,0.923,0,28,0,21,0,10,89,0,4,0,16
Eso-AdenoCA,SP111072,0.808,0,4,0,6,0,2,0,0,6,0,4
Eso-AdenoCA,SP111084,0.881,0,29,0,41,0,24,0,0,49,0,20
Eso-AdenoCA,SP23504,0.884,0,0,0,4,0,6,0,0,0,0,15
Eso-AdenoCA,SP23500,0.752,0,3,0,12,0,5,13,3,7,0,0
Eso-AdenoCA,SP111029,0.83,0,6,0,3,0,7,0,0,10,0,4
Eso-AdenoCA,SP111175,0.903,0,59,102,29,0,29,137.01,4,40,0,19
Eso-AdenoCA,SP111049,0.817,0,10,0,14,0,0,0,0,30,0,8
Eso-AdenoCA,SP23498,0.835,0,15,0,14,0,21,0,13,31,0,15
Eso-AdenoCA,SP111002,0.752,0,0,0,4,0,0,10,0,7,0,8
Eso-AdenoCA,SP110866,0.747,0,11,0,7,0,8,18,0,13,0,0
Eso-AdenoCA,SP111035,0.913,0,23,0,9,0,7,24,0,18,0,0
Eso-AdenoCA,SP111009,0.834,0,8,0,16,0,14,27,8,0,0,0
Eso-AdenoCA,SP111114,0.787,0,18,0,18,0,13,41,7,32,0,21
Eso-AdenoCA,SP111000,0.578,0,0,0,7,0,9,26,8,10,0,6
Eso-AdenoCA,SP111045,0.787,0,6,0,9,0,0,0,0,15,0,5
Eso-AdenoCA,SP110861,0.737,0,3,0,10,0,12,0,7,0,0,13
Eso-AdenoCA,SP111047,0.846,0,12,0,27,0,28,0,0,0,0,33
Eso-AdenoCA,SP111088,0.886,0,0,0,15,0,5,11,0,17,0,0
Eso-AdenoCA,SP111056,0.807,0,17,0,17,0,17,0,13,34,0,12
Eso-AdenoCA,SP111089,0.819,0,8,0,14,0,12,0,0,20,0,9
Eso-AdenoCA,SP111038,0.769,0,12,0,21,0,13,0,0,30,0,15
Eso-AdenoCA,SP110849,0.791,0,7,0,11,0,7,0,0,11,0,10
Eso-AdenoCA,SP111164,0.715,0,9,0,22,0,12,0,11,30,0,11
Eso-AdenoCA,SP111057,0.874,0,9,0,11,0,7,0,0,11,0,9
Eso-AdenoCA,SP111119,0.924,0,14,0,15,0,14,99,0,3,0,7
Eso-AdenoCA,SP111095,0.822,0,6,0,13,0,9,19,0,12,0,5
Eso-AdenoCA,SP111064,0.84,0,16,0,17,0,12,0,0,26,0,10
Head-SCC,SP29914,0.974,0,92,0,28,0,48,0,0,0,0,35
Head-SCC,SP31046,0.894,0,3,0,2,0,0,0,0,0,0,4
Head-SCC,SP31334,0.951,0,19,0,43,0,13,0,0,0,0,14
Head-SCC,SP30011,0.88,0,39,0,37,32,35,0,0,0,0,26
Head-SCC,SP31174,0.891,0,3,0,10,0,6,0,0,0,0,8
Head-SCC,SP32662,0.873,0,7,0,29,16,19,0,0,32,0,0
Head-SCC,SP31126,0.951,0,52,0,45,72,25,0,0,0,0,50
Head-SCC,SP32958,0.808,0,0,0,14,0,0,0,0,23,0,0
Head-SCC,SP31422,0.858,0,24,0,77,0,0,0,0,0,0,51
Head-SCC,SP33496,0.92,0,20,0,46,0,0,0,0,0,0,102
Head-SCC,SP34005,0.801,0,0,0,6,0,4,0,0,0,0,0
Head-SCC,SP30113,0.986,0,508,0,121,0,425,0,0,0,0,0
Head-SCC,SP31030,0.908,0,0,0,0,0,0,0,0,0,0,39
Head-SCC,SP33544,0.968,0,48,0,112,0,0,0,0,0,0,174
Head-SCC,SP33688,0.763,0,19,0,45,0,0,0,0,0,0,80
Head-SCC,SP30907,0.969,0,68,0,178,0,0,0,0,0,0,0
Head-SCC,SP30185,0.584,0,0,0,3,0,2,0,0,3,0,1
Head-SCC,SP33837,0.346,0,0,0,2,0,4,0,0,0,0,3
Head-SCC,SP31790,0.66,0,4,0,4,0,10,0,0,0,0,10
Head-SCC,SP30143,0.724,0,0,0,3,0,0,0,0,0,0,6
Head-SCC,SP30071,0.901,0,23,0,30,0,24,0,0,0,0,25
Head-SCC,SP30493,0.836,0,4,0,8,0,0,0,0,0,0,24
Head-SCC,SP32014,0.846,0,5,0,11,0,0,0,0,0,0,7
Head-SCC,SP30332,0.984,0,340,0,0,0,200,0,0,0,0,114
Head-SCC,SP31814,0.77,0,13,0,6,0,9,0,0,0,0,18
Head-SCC,SP29987,0.831,0,17,0,64,0,0,0,0,0,0,43
Head-SCC,SP30083,0.677,0,0,0,8,0,4,0,0,0,0,8
Head-SCC,SP32742,0.818,0,4,0,6,0,13,0,0,0,0,23
Head-SCC,SP115162,0.606,0,3,0,2,0,5,0,0,0,0,0
Head-SCC,SP29940,0.796,0,4,0,2,0,2,0,0,8,0,0
Head-SCC,SP30843,0.282,0,0,1,0,0,0,0,0,0,0,0
Head-SCC,SP32222,0.699,1,0,0,0,0,0,0,0,0,0,1
Head-SCC,SP31190,0.809,0,9,0,61,0,27,0,0,0,0,0
Head-SCC,SP30077,0.938,0,31,0,195,0,0,0,0,0,0,79
Head-SCC,SP32694,0.897,0,15,0,55,0,0,0,0,0,0,33
Head-SCC,SP33774,0.841,0,9,0,10,0,0,0,0,0,0,0
Head-SCC,SP30093,0.574,0,0,0,9,0,0,0,0,0,0,9
Head-SCC,SP33094,0.753,0,14,0,17,0,16,0,0,0,0,19
Head-SCC,SP30803,0.908,0,24,0,36,0,0,0,0,0,0,104
Head-SCC,SP30675,0.985,0,509,0,0,0,277,0,0,0,0,134
Head-SCC,SP31854,0.944,0,43,0,158,0,0,0,0,0,0,209
Head-SCC,SP31606,0.525,0,2,0,3,0,0,0,0,6,0,0
Head-SCC,SP30213,0.823,0,0,0,8,0,0,0,0,0,0,18
Head-SCC,SP32894,0.704,0,0,0,4,0,0,0,0,0,0,10
Head-SCC,SP117260,0.879,0,10,0,13,0,7,0,0,0,0,14
Head-SCC,SP117124,0.838,0,0,0,17,0,9,0,0,0,0,17
Head-SCC,SP117932,0.76,0,6,0,13,0,0,0,0,0,0,24
Head-SCC,SP117189,0.654,0,3,0,1,0,0,0,0,6,0,1
Head-SCC,SP117217,0.069,0,0,0,0,0,0,0,0,0,0,2
Head-SCC,SP117779,0.775,0,3,0,7,0,6,0,0,0,0,13
Head-SCC,SP117376,0.758,0,4,0,11,0,8,0,0,0,0,16
Head-SCC,SP117681,0.669,0,8,0,0,0,0,0,0,0,0,0
Head-SCC,SP117408,0.794,0,0,0,4,0,8,0,0,0,0,5
Head-SCC,SP118015,0.822,0,2,0,7,0,4,0,0,0,0,9
Head-SCC,SP117509,0.718,0,6,0,10,0,12,0,0,0,0,18
Head-SCC,SP117482,0.752,0,3,0,13,0,8,0,0,0,0,16
Head-SCC,SP117003,0.773,0,5,0,14,0,0,0,0,0,0,25
Kidney-ChRCC,SP123975,0.77,0,0,0,12,0,0,0,0,0,8,10
Kidney-ChRCC,SP124044,0.789,0,6,0,10,0,0,0,0,0,0,0
Kidney-ChRCC,SP123972,0.721,0,11,18,0,0,14,0,0,25.13,0,0
Kidney-ChRCC,SP123850,0.824,0,14,0,0,0,0,0,0,0,0,0
Kidney-ChRCC,SP123902,0.729,0,5,0,11,0,0,0,0,0,0,0
Kidney-ChRCC,SP123884,0.87,0,0,0,15,0,0,0,0,0,0,0
Kidney-ChRCC,SP123964,0.717,0,7,0,7,0,0,0,0,0,0,0
Kidney-ChRCC,SP123995,0.735,0,5,0,6,0,0,0,0,0,0,0
Kidney-ChRCC,SP123846,0.769,0,6,0,10,0,0,0,0,0,0,0
Kidney-ChRCC,SP124003,0.55,0,0,0,1,0,0,0,2,3,0,0
Kidney-ChRCC,SP123876,0.829,0,21,0,0,0,0,0,0,0,0,0
Kidney-ChRCC,SP123878,0.594,0,2,0,2,0,0,0,0,0,0,0
Kidney-ChRCC,SP123842,0.766,0,2,0,5,0,0,0,0,0,0,5
Kidney-ChRCC,SP123900,0.688,0,0,0,0,0,5,0,0,8,0,0
Kidney-ChRCC,SP123978,0.183,0,0,0,0,0,0,7,0,0,0,0
Kidney-ChRCC,SP123897,0.738,0,0,0,2,2,0,0,0,0,0,3
Kidney-ChRCC,SP124013,0.608,0,1,0,0,0,0,0,0,4,0,0
Kidney-ChRCC,SP124021,0.854,0,0,0,14,0,0,0,0,0,0,0
Kidney-ChRCC,SP123852,0.775,0,2,0,6,0,0,0,0,0,0,0
Kidney-ChRCC,SP123998,0.448,0,0,0,0,0,0,4,0,6,0,0
Kidney-ChRCC,SP123967,0.892,0,5,0,0,0,0,0,0,0,0,0
Kidney-ChRCC,SP123988,0.658,0,0,0,8,0,0,0,0,13,0,0
Kidney-ChRCC,SP123984,0.766,0,3,0,0,0,0,0,0,3,0,3
Kidney-ChRCC,SP123858,0.839,1,0,0,1,0,0,0,0,0,0,0
Kidney-ChRCC,SP123890,0.708,0,0,0,4,0,0,0,0,0,0,0
Kidney-ChRCC,SP123950,0.861,0,6,0,6,5,0,0,0,0,0,0
Kidney-ChRCC,SP123886,0.302,0,0,0,4,0,0,0,0,0,0,0
Kidney-ChRCC,SP124033,0.274,0,0,0,0,0,0,0,0,6,0,0
Kidney-ChRCC,SP123892,0.755,0,5,0,8,0,0,0,0,0,0,0
Kidney-ChRCC,SP123840,0.596,0,2,0,2,0,2,0,0,0,0,0
Kidney-ChRCC,SP123969,0.769,0,4,0,6,0,0,0,0,0,0,7
Kidney-ChRCC,SP123953,0.382,0,0,0,0,0,0,0,2,6,0,0
Kidney-ChRCC,SP123955,0.526,0,2,0,0,0,0,0,4,0,0,0
Kidney-ChRCC,SP123882,0.814,0,5,0,8,0,11,0,0,0,0,0
Kidney-ChRCC,SP123894,0.535,0,0,0,0,0,5,8,0,0,0,5
Kidney-ChRCC,SP124017,0.678,0,8,0,0,0,0,0,0,0,0,0
Kidney-ChRCC,SP123856,0.641,0,3,0,0,0,0,0,0,9,0,0
Kidney-ChRCC,SP123854,0.576,0,0,0,11,0,0,0,0,0,0,0
Kidney-ChRCC,SP123888,0.754,0,0,0,3,2,0,0,0,0,0,0
Kidney-ChRCC,SP123870,0.798,0,8,0,0,0,0,0,0,0,0,0
Kidney-ChRCC,SP123958,0.723,0,1,0,3,0,0,0,0,0,0,0
Kidney-ChRCC,SP123844,0.745,0,2,0,4,4,0,0,0,0,0,0
Kidney-ChRCC,SP123872,0.827,0,3,0,9,0,7,0,0,0,0,0
Kidney-ChRCC,SP123874,0.666,0,6,0,0,0,0,0,0,0,0,0
Kidney-ChRCC,SP123836,0.828,0,5,0,7,0,0,0,0,0,0,0
Kidney-RCC,SP43633,0.747,0,12,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP36498,0.804,0,12,0,18,0,0,0,0,55,0,0
Kidney-RCC,SP37516,0.741,0,6,0,13,0,0,0,0,40,0,0
Kidney-RCC,SP39997,0.846,0,14,0,0,0,0,0,0,39,0,0
Kidney-RCC,SP35617,0.775,0,17,0,14,0,0,0,0,51,0,0
Kidney-RCC,SP37636,0.836,0,14,0,13,0,20,0,0,0,0,0
Kidney-RCC,SP39907,0.88,0,12,0,18,0,0,0,0,28,0,0
Kidney-RCC,SP40736,0.802,0,9,0,11,0,0,0,0,45,0,0
Kidney-RCC,SP42154,0.702,0,19,0,0,0,0,0,0,83,0,0
Kidney-RCC,SP39594,0.889,0,15,0,13,0,0,0,0,48,0,0
Kidney-RCC,SP41453,0.729,0,3,0,9,0,0,0,0,29,0,11
Kidney-RCC,SP34452,0.787,0,25,0,29,0,0,0,0,82,0,0
Kidney-RCC,SP42829,0.819,0,12,0,14,0,0,0,0,29,0,0
Kidney-RCC,SP37970,0.734,0,11,0,0,0,24,0,0,66,0,0
Kidney-RCC,SP34186,0.779,0,13,0,0,0,0,0,0,59,0,0
Kidney-RCC,SP37903,0.765,0,18,0,28,0,0,0,0,85,0,0
Kidney-RCC,SP35849,0.858,0,31,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP36586,0.677,0,2,0,9,0,0,0,0,17,0,9
Kidney-RCC,SP34431,0.664,0,3,0,15,0,0,0,0,23,0,14
Kidney-RCC,SP37432,0.827,0,25,0,40,0,0,0,0,0,0,0
Kidney-RCC,SP35989,0.921,0,89,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP39102,0.836,0,18,0,24,0,0,0,0,0,0,0
Kidney-RCC,SP34493,0.802,0,20,0,31,0,0,0,0,0,0,0
Kidney-RCC,SP36036,0.816,0,16,0,17,0,0,0,0,0,0,0
Kidney-RCC,SP35951,0.854,0,18,0,23,0,0,0,0,69,0,0
Kidney-RCC,SP39248,0.833,0,11,0,8,0,0,0,0,26,0,0
Kidney-RCC,SP34246,0.818,0,26,0,0,0,0,0,0,66,0,0
Kidney-RCC,SP35412,0.819,0,6,0,17,0,0,0,0,48,0,0
Kidney-RCC,SP39298,0.802,0,16,0,33,0,0,0,0,99,0,0
Kidney-RCC,SP38044,0.775,0,16,0,21,0,0,0,0,49,0,0
Kidney-RCC,SP38271,0.584,0,7,0,0,0,0,0,0,51,0,20
Kidney-RCC,SP43201,0.826,0,12,0,13,0,0,0,0,31,0,0
Kidney-RCC,SP34191,0.929,0,66,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP40047,0.871,0,18,0,17,0,0,0,0,43,0,0
Kidney-RCC,SP39349,0.66,0,3,0,0,0,10,0,0,26,0,10
Kidney-RCC,SP37369,0.739,0,4,0,11,0,0,0,0,38,0,0
Kidney-RCC,SP38759,0.823,0,29,0,0,0,0,0,0,70,0,0
Kidney-RCC,SP36218,0.736,0,9,0,0,0,0,0,0,30,0,0
Kidney-RCC,SP43510,0.787,0,7,0,14,0,0,0,0,46,0,0
Kidney-RCC,SP43770,0.748,0,6,0,8,0,0,0,0,29,0,12
Kidney-RCC,SP43651,0.806,0,11,0,20,0,0,0,0,72,0,24
Kidney-RCC,SP106656,0.697,0,9,0,19,0,0,0,0,98,0,0
Kidney-RCC,SP97249,0.795,0,13,0,20,0,0,0,0,59,0,0
Kidney-RCC,SP106638,0.77,0,21,0,29,0,0,0,0,81,0,0
Kidney-RCC,SP97161,0.713,0,8,0,21,0,0,0,0,96,0,0
Kidney-RCC,SP43696,0.806,0,17,0,0,0,0,42,0,104,0,0
Kidney-RCC,SP97113,0.803,0,3,0,9,0,0,0,0,41,0,0
Kidney-RCC,SP97124,0.84,0,16,0,32,0,0,0,0,131,0,0
Kidney-RCC,SP43808,0.652,0,4,0,0,0,0,0,0,41,0,13
Kidney-RCC,SP43822,0.556,0,1,0,3,0,6,0,0,8,0,0
Kidney-RCC,SP43514,0.73,0,1,0,6,0,9,0,0,23,0,0
Kidney-RCC,SP97258,0.806,0,23,0,0,0,0,0,0,88,0,0
Kidney-RCC,SP97194,0.851,0,15,0,32,0,0,53,0,88,0,0
Kidney-RCC,SP109470,0.755,0,13,0,26,0,0,0,0,105,0,0
Kidney-RCC,SP97278,0.835,0,5,0,15,0,0,22,0,41,0,0
Kidney-RCC,SP109544,0.802,0,4,0,14,0,19,0,0,58,0,0
Kidney-RCC,SP97104,0.84,0,69,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP106577,0.783,0,11,0,22,0,0,41,0,87,0,0
Kidney-RCC,SP109457,0.682,0,20,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP109478,0.722,0,5,0,12,0,0,0,0,0,0,0
Kidney-RCC,SP43688,0.824,0,6,0,9,0,0,24,0,33,0,0
Kidney-RCC,SP97243,0.812,0,12,0,22,0,0,0,0,62,0,0
Kidney-RCC,SP97269,0.834,0,8,0,13,0,20,26,0,56,0,0
Kidney-RCC,SP113926,0.638,0,6,0,0,10,0,0,0,27,0,0
Kidney-RCC,SP106560,0.679,0,3,0,9,0,0,0,0,40,0,16
Kidney-RCC,SP43792,0.799,0,4,0,14,0,0,0,0,58,0,21
Kidney-RCC,SP106602,0.757,0,3,0,16,0,0,18,0,35,0,0
Kidney-RCC,SP97145,0.515,0,1,0,0,0,0,0,0,23,0,0
Kidney-RCC,SP43664,0.827,0,11,0,30,0,0,0,0,78,0,0
Kidney-RCC,SP43532,0.772,0,11,0,12,0,0,0,0,59,0,0
Kidney-RCC,SP102816,0.864,0,13,0,16,0,15,0,0,26,0,0
Kidney-RCC,SP102795,0.788,0,12,0,14,0,0,28,0,58,0,0
Kidney-RCC,SP103197,0.828,0,14,0,26,0,0,0,0,71,0,0
Kidney-RCC,SP102827,0.685,0,13,0,0,0,0,0,0,106,0,0
Kidney-RCC,SP103233,0.85,0,103,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP103507,0.834,0,55,0,78,0,0,0,0,0,0,0
Kidney-RCC,SP103100,0.905,0,16,0,12,0,0,0,0,26,0,0
Kidney-RCC,SP103416,0.887,0,16,0,0,0,14,0,0,28,0,0
Kidney-RCC,SP103005,0.667,0,44,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP102759,0.74,0,7,0,31,0,0,0,0,83,0,0
Kidney-RCC,SP102741,0.903,0,31,0,23,0,0,0,0,63,0,0
Kidney-RCC,SP102945,0.618,0,4,0,0,0,0,0,0,49,0,0
Kidney-RCC,SP103826,0.853,0,19,0,18,0,0,0,0,46,0,0
Kidney-RCC,SP103706,0.844,0,17,0,19,0,0,0,0,78,0,0
Kidney-RCC,SP102897,0.752,0,126,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP102881,0.798,0,13,0,0,0,18,0,0,24,0,0
Kidney-RCC,SP103715,0.875,0,52,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP102929,0.797,0,11,0,14,12,0,0,0,44,0,0
Kidney-RCC,SP103619,0.504,0,9,0,17,0,0,0,0,0,0,0
Kidney-RCC,SP103844,0.84,0,63,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP103128,0.874,0,45,0,53,0,0,0,0,0,0,0
Kidney-RCC,SP103300,0.816,0,142,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP103057,0.886,0,188,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP103340,0.752,0,5,0,23,0,0,0,0,46,0,0
Kidney-RCC,SP102913,0.73,0,22,0,41,0,0,0,0,0,0,0
Kidney-RCC,SP102783,0.851,0,153,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP103080,0.911,0,42,0,28,0,0,0,0,98,0,0
Kidney-RCC,SP103436,0.857,0,19,0,0,0,0,0,0,39,0,0
Kidney-RCC,SP102804,0.771,0,12,0,20,0,0,0,0,44,0,0
Kidney-RCC,SP102957,0.8,0,58,0,85,0,0,123,0,0,0,0
Kidney-RCC,SP102873,0.864,0,23,0,33,0,0,0,0,0,0,0
Kidney-RCC,SP103213,0.659,0,4,0,15,0,0,0,0,43,0,0
Kidney-RCC,SP103467,0.881,0,35,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP103261,0.827,0,10,0,30,0,0,0,0,95,0,0
Kidney-RCC,SP103156,0.825,0,15,0,20,0,0,0,0,50,0,0
Kidney-RCC,SP103288,0.692,0,17,0,27,0,0,0,0,0,0,0
Kidney-RCC,SP103444,0.826,0,13,0,10,0,0,0,0,32,0,0
Kidney-RCC,SP103685,0.82,0,3,0,18,0,17,0,0,42,0,0
Kidney-RCC,SP103140,0.772,0,20,0,20,0,0,0,0,56,0,0
Kidney-RCC,SP103673,0.774,0,14,0,27,0,0,0,0,70,0,0
Kidney-RCC,SP102839,0.792,0,14,0,17,0,0,0,0,0,0,24
Kidney-RCC,SP103245,0.862,0,14,0,23,0,0,0,0,38,0,0
Kidney-RCC,SP103037,0.865,0,9,0,0,0,0,0,0,24,0,0
Kidney-RCC,SP103408,0.892,0,16,0,22,0,0,0,0,56,0,0
Kidney-RCC,SP103021,0.943,0,31,0,19,0,0,0,0,49,0,0
Kidney-RCC,SP103679,0.894,0,23,0,31,0,0,0,0,0,0,0
Kidney-RCC,SP103065,0.838,0,21,0,24,0,0,36,0,48,0,0
Kidney-RCC,SP102965,0.684,0,9,0,0,0,0,0,0,53,0,0
Kidney-RCC,SP103221,0.802,0,19,0,23,0,0,0,0,91,0,0
Kidney-RCC,SP103547,0.808,0,12,0,12,0,0,0,0,43,0,0
Kidney-RCC,SP102973,0.755,0,67,0,134,0,0,0,0,0,0,0
Kidney-RCC,SP103515,0.89,0,44,0,55,0,0,0,0,0,0,0
Kidney-RCC,SP102747,0.613,0,2,0,0,0,0,4,0,4,0,3
Kidney-RCC,SP103730,0.885,0,69,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP103535,0.873,0,59,0,76,0,0,120,0,0,0,0
Kidney-RCC,SP102718,0.926,0,41,0,49,0,0,0,0,0,0,0
Kidney-RCC,SP103483,0.764,0,10,0,0,0,0,0,0,33,0,0
Kidney-RCC,SP103428,0.654,0,8,0,16,0,0,0,0,59,0,0
Kidney-RCC,SP102755,0.806,0,43,0,0,0,0,0,0,173,0,0
Kidney-RCC,SP103694,0.891,0,23,0,43,0,0,0,0,80,0,0
Kidney-RCC,SP103595,0.836,0,12,0,0,0,0,0,0,44,0,0
Kidney-RCC,SP103396,0.714,0,13,0,22,0,0,0,0,0,0,0
Kidney-RCC,SP102716,0.709,0,6,0,8,0,0,0,0,38,0,0
Kidney-RCC,SP102733,0.738,0,2,0,9,0,0,13,0,23,0,0
Kidney-RCC,SP102989,0.663,0,87,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP103603,0.862,0,107,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP102921,0.685,0,7,0,9,0,0,0,0,32,0,0
Kidney-RCC,SP103742,0.772,0,18,0,17,0,0,0,0,53,0,0
Kidney-RCC,SP103555,0.964,0,18,0,0,0,0,0,0,0,0,0
Kidney-RCC,SP103523,0.8,0,8,0,12,0,0,0,0,24,0,12
Kidney-RCC,SP103575,0.822,0,34,0,57,0,0,0,0,0,0,0
Kidney-RCC,SP103045,0.821,0,13,0,16,0,0,0,0,48,0,0
Kidney-RCC,SP103455,0.864,0,19,0,27,0,0,0,0,62,0,0
Kidney-RCC,SP103856,0.867,0,9,0,9,0,12,0,0,0,0,10
Liver-HCC,SP97749,0.955,0,31,0,32,0,0,0,0,0,0,0
Liver-HCC,SP49235,0.857,0,10,0,19,0,17,0,0,0,0,18
Liver-HCC,SP50177,0.917,0,37,0,34,0,0,0,0,0,0,0
Liver-HCC,SP97775,0.952,0,98,0,145,71,0,0,0,0,0,0
Liver-HCC,SP97685,0.953,0,56,0,60,0,0,0,0,0,0,0
Liver-HCC,SP97747,0.977,0,93,0,50,0,0,0,0,0,0,0
Liver-HCC,SP97771,0.974,0,98,0,85,0,0,0,0,0,0,0
Liver-HCC,SP97681,0.981,0,110,0,51,0,0,0,0,0,0,0
Liver-HCC,SP98082,0.954,0,91,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49334,0.942,0,86,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49124,0.955,0,49,0,68,0,0,0,0,0,0,0
Liver-HCC,SP115501,0.934,0,34,0,26,16,0,0,0,0,0,0
Liver-HCC,SP98305,0.95,0,70,0,72,0,0,0,0,0,0,0
Liver-HCC,SP49247,0.955,0,89,0,64,0,0,0,0,0,0,0
Liver-HCC,SP49328,0.968,0,138,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98092,0.962,0,34,0,23,0,0,0,0,0,0,0
Liver-HCC,SP120755,0.81,0,6,0,1,1,0,0,0,9,0,0
Liver-HCC,SP49417,0.881,0,39,0,54,0,0,0,0,0,0,0
Liver-HCC,SP49175,0.735,0,0,0,33,0,0,0,0,0,0,0
Liver-HCC,SP49223,0.897,0,11,0,13,0,0,0,0,0,0,0
Liver-HCC,SP49187,0.983,0,185,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49157,0.987,0,175,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49379,0.99,0,403,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49541,0.984,0,108,0,41,29,0,0,0,0,0,0
Liver-HCC,SP98164,0.985,0,263,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49481,0.842,0,11,0,11,0,0,0,0,0,0,0
Liver-HCC,SP98078,0.986,0,249,0,0,0,0,0,0,0,0,0
Liver-HCC,SP106677,0.924,0,19,0,24,0,0,0,0,0,0,0
Liver-HCC,SP106743,0.844,0,9,0,10,0,0,0,0,0,0,0
Liver-HCC,SP98359,0.966,0,70,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98192,0.741,0,4,0,8,0,0,0,0,0,0,0
Liver-HCC,SP98053,0.971,0,137,0,0,0,0,0,0,0,0,0
Liver-HCC,SP106631,0.985,0,108,0,131,0,0,0,0,0,0,0
Liver-HCC,SP49551,0.998,0,439,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49651,0.955,0,55,0,38,0,0,0,0,0,0,0
Liver-HCC,SP98265,0.968,0,97,0,74,0,0,0,0,0,0,0
Liver-HCC,SP98297,0.983,0,225,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98060,0.826,0,9,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98289,0.892,0,121,0,118,0,0,0,0,0,0,0
Liver-HCC,SP115498,0.974,0,245,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98096,0.98,0,172,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49114,0.992,0,575,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98090,0.94,0,162,0,126,0,0,0,0,0,0,0
Liver-HCC,SP49286,0.982,0,87,0,44,0,0,0,0,0,0,0
Liver-HCC,SP49469,0.86,0,10,0,11,0,14,0,0,0,0,13
Liver-HCC,SP49205,0.905,0,52,0,0,0,0,0,0,0,0,0
